AIM_OF_USE,RESOURCE_TYPE,OS_HOSTNAME,OS_IP_ADDRESS,VM_GUESTNAME,LOGICALY_HOSTED_ON,CHASSIS_NAME,CONSOLE_IP,CONSOLE_ACCESS_PROTOCOL,OS_TYPE,OS_TOTAL_CORE,OS_MEM_GB,OS_RELEASE,DR_HOSTNAME,INSTALL_DATE,OS_CLUSTER,CLUSTER_SW_INFO,CLUSTER_SW_VERSION,CLUSTER_SERVICE_IP,VF_SERVICE_DOMAIN,VF_SERVICE_NAME,VF_SERVICE_CLASS,VF_SERVICE_OWNER,OS_ADMIN,BIA_IN_SCOPE,ROW_ID,INSERT_DATE,MANAGED_BY_IT,MAXIMO_OWNER_GROUP,LIFECYCLE,COMMENTS
PRODUCTION,VIRTUAL,meduiap01,10.86.255.66,meduiap01,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,4,8,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,cavit Onan,Rukiye Ozturk,,,2-Feb-21,yes,,,
PRODUCTION,VIRTUAL,meduiap02,10.86.255.67,mdctluiap02,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,4,8,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,Hasan Bektas,Rukiye Ozturk,,,2-Feb-21,yes,,,
PRODUCTION,VIRTUAL,medpgdp01,10.86.255.71,medpgdp01,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,2-Feb-21,na,,,,CloudDB,CloudDB,CloudDB,Mehmet Kurt,Rukiye Ozturk,,,2-Feb-21,yes,,,
PRODUCTION,VIRTUAL,medpgdp02,10.86.255.72,medpgdp02,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,2-Feb-21,na,,,,CloudDB,CloudDB,CloudDB,Mehmet Kurt,Rukiye Ozturk,,,2-Feb-21,yes,,,
DR,VIRTUAL,meduiar01,10.86.129.227,meduiar01,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,4,8,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,Hasan Bektas,Rukiye Ozturk,,,2-Feb-21,yes,,,
DR,VIRTUAL,medpgdr01,10.86.129.229,medpgdr01,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,2-Feb-21,na,,,,CloudDB,CloudDB,CloudDB,Mehmet Kurt,Rukiye Ozturk,,,2-Feb-21,yes,,,
TEST,VIRTUAL,mdctlprcat01,172.31.61.25,mdctlprcat01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,Ertun Ucyildiz,Onur Onan,,,2-Feb-21,yes,,,
TEST,VIRTUAL,mdctluiat01,172.31.61.26,mdctluiat01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,Ertun Ucyildiz,Onur Onan,,,2-Feb-21,yes,,,
TEST,VIRTUAL,mdctlpgdt01,172.31.61.27,mdctlpgdt01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,2,4,rhel 7.9_x86_64,,2-Feb-21,na,,,,MDCTL,MDCTL,MDCTL,Ertun Ucyildiz,Onur Onan,,,2-Feb-21,yes,,,
TEST,VIRTUAL,indevad01,172.31.61.31,indevad01,Test-Dev-DR_Cluster,Test-Dev-DR_Cluster,172.30.34.135,vsphere client,SOLARIS,2,32,11.4s,,3-Feb-21,no,,,,IT,Release Management,,Ertun Ucyildiz,Murat Gokmen,,,3-Feb-21,yes,RELEASEMNGMGMT,,
PREPROD,PHYSICAL,vfxpdbadm03,172.31.5.33,vfxpdb03,vfxp Exadata,vfxpdbadm03,172.31.43.222,"ssh,https",LINUX,48,384,oel_7.9,,3-Jun-20,no,na,na,na,IT,DWH Preprod,,Mehmet Kurt,Ozan Pekdemir,,,3-Jun-20,yes,IT-DATABASE,,
PREPROD,PHYSICAL,vfxpdbadm04,172.31.5.34,vfxpdb04,vfxp Exadata,vfxpdbadm04,172.31.43.223,"ssh,https",LINUX,48,384,oel_7.9,,3-Jun-20,no,na,na,na,IT,DWH Preprod,,Mehmet Kurt,Ozan Pekdemir,,,3-Jun-20,yes,IT-DATABASE,,
PREPROD,EXACELL,vfxpceladm06,172.31.5.106,vfxpceladm06,vfxp Exadata,vfxpceladm06,172.31.43.224,"ssh,https",LINUX,32,192,oel_7.9,,3-Jun-20,no,na,na,na,IT,DWH Preprod,,Mehmet Kurt,Ozan Pekdemir,,,3-Jun-20,yes,IT-DATABASE,,
PREPROD,EXACELL,vfxpceladm07,172.31.5.107,"vfxpceladm07
",vfxp Exadata,vfxpceladm07,172.31.43.225,"ssh,https",LINUX,32,192,oel_7.9,,3-Jun-20,no,na,na,na,IT,DWH Preprod,,Mehmet Kurt,Ozan Pekdemir,,,3-Jun-20,yes,IT-DATABASE,,
PREPROD,EXACELL,vfxpceladm08,172.31.5.108,vfxpceladm08,vfxp Exadata,vfxpceladm08,172.31.43.226,"ssh,https",LINUX,32,192,oel_7.9,,3-Jun-20,no,na,na,na,IT,DWH Preprod,,Mehmet Kurt,Ozan Pekdemir,,,3-Jun-20,yes,IT-DATABASE,,
PRODUCTION,VIRTUAL,tel1ap01,185.11.12.199,tel1ap01,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,32,rhel 7.9_x86_64,,4-Feb-21,na,,,,IT,Provisioning,Legacy,Hasan Bektas,Rukiye Ozturk,,364,4-Feb-21,yes,IT-PROVISION,,
PRODUCTION,VIRTUAL,tel1ap02,185.11.12.200,tel1ap02,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,32,rhel 7.9_x86_64,,4-Feb-21,na,,,,IT,Provisioning,Legacy,Hasan Bektas,Rukiye Ozturk,,364,4-Feb-21,yes,IT-PROVISION,,
TEST,VIRTUAL,fmsdt01,172.31.61.30,fmsdt01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,https,LINUX,4,16,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,Release Management,Ertun Ucyildiz,Onur Onan,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsbigent01,172.31.61.34,fmsbigent01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,4,32,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,Release Management,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsbigmnt01,172.31.61.35,fmsbigmnt01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,Release Management,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsbigmnt02,172.31.61.36,fmsbigmnt02,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,Release Management,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsbigdnt01,172.31.61.37,fmsbigdnt01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,fms,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsbigdnt02,172.31.61.38,fmsbigdnt02,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,fms,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,fmsat01,172.31.61.16,fmsat01,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,32,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,Release Management,Hasan Bektas,Rukiye Ozturk,no,611,4-Feb-21,yes,FMS,,
TEST,VIRTUAL,rmjnknsap2,10.86.30.46,rmjnknsap2,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,32,rhel 7.9_x86_64,,5-Feb-21,no,,,,IT,Jenkins,,Ertun Ucyildiz,Onur Onan,,,5-Feb-21,yes,,,
PRODUCTION,VIRTUAL,ynmdcachep4,10.86.49.172,ynmdcachep4,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Feb-21,no,,,,IT,VF Yanimda,MC,Mustafa Saral,Murat Cavli,,,8-Feb-21,yes,IT-VASONLINE,,
PRODUCTION,VIRTUAL,ynmdapigwp4,10.86.49.173,ynmdapigwp4,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,12,32,rhel 7.9_x86_64,,8-Feb-21,no,,,,IT,VF Yanimda,MC,Mustafa Saral,Murat Cavli,,,8-Feb-21,yes,IT-VASONLINE,,
DR,VIRTUAL,ynmdapigwr4,10.86.135.223,ynmdapigwr4,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,12,32,rhel 7.9_x86_64,,8-Feb-21,no,,,,IT,VF Yanimda,,Mustafa Saral,Murat Cavli,,,8-Feb-21,yes,VAS Online ,,
DR,VIRTUAL,ynmdcacher4,10.86.135.224,ynmdcacher4,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,16,64,rhel 7.9_x86_64,,8-Feb-21,no,,,,IT,VF Yanimda,MC,Mustafa Saral,Murat Cavli,,,8-Feb-21,yes,IT-VASONLINE,,
DR,VIRTUAL,bckvparasrvdr,172.31.226.210,bckvparasrvdr,VPARA_GZM,VPARA_GZM,172.30.34.135,vsphere client,LINUX,4,32,rhel 7.9_x86_64,,9-Feb-21,no,,,,IT,VEPAS BACKUP,Backup,Bekir Hacibekir,Ugur Gurel,,,9-Feb-21,yes,,,
PRODUCTION,VIRTUAL,mngopsap02,10.86.30.66,mngopsap02,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,32,64,rhel 7.9_x86_64,,10-Feb-21,no,,,,IT,MongoDB Ops Center,,Mehmet Kurt,Rukiye Ozturk,,,10-Feb-21,yes,,,
TEST,VIRTUAL,fmsbigdnt03,172.31.61.39,fmsbigdnt03,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,64,rhel 7.7_x86_64,,4-Feb-21,no,na,na,na,IT,fms,fms,Mehmet Kurt,Murat Cavli,no,611,4-Feb-21,yes,FMS,,
DR,VIRTUAL,mddisptchar02,172.31.86.7,mddisptchar02,SMSC_IZM,SMSC_IZM,172.30.34.135,vsphere client,LINUX,10,32,rhel 7.8_x86_64,,12-Feb-21,no,,,,vpara.local,MEDIATION DISPATCHER,MEDIATION DISPATCHER,Cavit Onan,Saadet Dingec,,,12-Feb-21,yes,,,
PRODUCTION,PHYSICAL,ggsntzl13,10.162.253.218,ggsntzl13,na,ggsntzl13,10.86.249.127,https,LINUX,36,384,rhel 7.9_x86_64,,15-Feb-21,no,,,,IT,inseptra,,Atilim Boy,Murat Cavli,,,15-Feb-21,yes,IT-MDERIGT,,
PRODUCTION,PHYSICAL,pcaptzl01,10.162.253.219,pcaptzl01,na,pcaptzl01,10.86.249.128,https,LINUX,36,384,rhel 7.9_x86_64,,15-Feb-21,no,,,,IT,inseptra,,Atilim Boy,Murat Cavli,,,15-Feb-21,yes,IT-MDERIGT,,
TEST,VIRTUAL,nwratat1,172.31.61.29,nwratat1,IZM_RMTESTESX_LIN,IZM_RMTESTESX_LIN,172.30.34.135,vsphere client,LINUX,8,32,rhel 7.9_x86_64,,15-Feb-21,no,,,,vodafone.local,NW RAT ,NW RAT ,Funda Aydar,Onur Onan,,,15-Feb-21,yes,,,
PRODUCTION,VIRTUAL,nwratap1,10.86.69.20,nwratap1,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,64,rhel 7.9_x86_64,,15-Feb-21,no,,,,vodafone.local,NW RAT ,NW RAT ,Funda Aydar,Eren Orhan,,,15-Feb-21,yes,,,
PRODUCTION,VIRTUAL,nwratdp1,10.86.113.13,nwratdp1,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,32,rhel 7.9_x86_64,,15-Feb-21,no,,,,vodafone.local,NW RAT ,Cloud/DB,Mehmet Kurt,Rukiye Ozturk,,,15-Feb-21,yes,,,
PRODUCTION,PHYSICAL,tzlunipdp01,10.86.248.207,tzlunipdp01,tzlunipdp01,tzlunipdp01,10.86.249.129,https,LINUX,40,384,rhel 7.9_x86_64,,16-Feb-21,no,na,na,na,VAS,TCKN,TCKN,Mehmet Kurt,Ozan Pekdemir,no,2761,16-Feb-21,yes,IT-VAS3RD,,
PRODUCTION,PHYSICAL,tzlunipdp02,10.86.248.209,tzlunipdp02,tzlunipdp02,tzlunipdp02,10.86.249.130,https,LINUX,40,384,rhel 7.9_x86_64,,16-Feb-21,no,na,na,na,VAS,TCKN,TCKN,Mehmet Kurt,Ozan Pekdemir,no,2761,16-Feb-21,yes,IT-VAS3RD,,
PRODUCTION,VIRTUAL,vp-edonpstgp01,172.31.226.218,vp-edonpstgp01,VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Mehmet Kurt,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonpstgp02,172.31.226.219,vp-edonpstgp02,VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Mehmet Kurt,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonelkap01,172.31.226.164,vp-edonelkap01,VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Tugay Kokden,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonflsrap01,172.31.226.165,"vp-edonflsrap01",VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Tugay Kokden,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonflsrap02,172.31.226.166,"vp-edonflsrap02",VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Tugay Kokden,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonpstgr01,172.31.226.226,vp-edonflsrap02,VPARA_CLS,VPARA_CLS,172.30.34.135,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Mehmet Kurt,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonpstgr02,172.31.226.227,vp-edonpstgr02,VPARA_CLS,VPARA_CLS,172.30.34.135,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Mehmet Kurt,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,vp-edonflsrar01,172.31.226.196,vp-edonpstgr01,VPARA_CLS,VPARA_CLS,172.30.34.135,vsphere client,LINUX,4,16,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Mehmet Kurt,Rukiye Ozturk,,,17-Feb-21,yes,,,
TEST,VIRTUAL,vp-edonpgdt01,172.31.224.146,vp-edonpstgr02,VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,4,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,Release Management,Ertun Ucyildiz,Onur Onan,,,17-Feb-21,yes,,,
TEST,VIRTUAL,vp-edonflsat,172.31.224.147,"vp-edonflsat",VPARA_CLS,VPARA_CLS,10.86.14.60,vsphere client,LINUX,4,4,rhel 7.9_x86_64,,17-Feb-21,no,,,,vpara.local,edonusum,edonusum,Emre Ozgen,Onur Onan,,,17-Feb-21,yes,,,
PRODUCTION,VIRTUAL,kpimntap01,10.86.63.22,kpimntap01,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,8,16,rhel 8.2_x86_64,,17-Feb-21,no,,,,IT,KPI Monitoring,CPN Planning,Fadime Demirer,Rukiye Ozturk,,,17-Feb-21,yes,,,
PRODUCTION,PHYSICAL,btksrv11,192.168.204.22,na,btksrv11,btksrv11,192.168.204.23,https,LINUX,1,384,NA,,1-Oct-20,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,22-Feb-21,no,,,
PRODUCTION,PHYSICAL,btksrv12,192.168.204.24,na,btksrv12,btksrv12,192.168.204.25,https,LINUX,1,384,NA,,1-Oct-20,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,22-Feb-21,no,,,
PRODUCTION,PHYSICAL,btksrv13,192.168.204.37,na,btksrv13,btksrv13,192.168.204.36,https,LINUX,1,384,NA,,1-Oct-20,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,22-Feb-21,no,,,
PRODUCTION,PHYSICAL,btksrv14,192.168.204.39,na,btksrv14,btksrv14,192.168.204.38,https,LINUX,1,384,NA,,1-Oct-20,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,22-Feb-21,no,,,
PRODUCTION,PHYSICAL,btksrv15,192.168.204.41,na,btksrv15,btksrv15,192.168.204.40,https,LINUX,1,384,NA,,1-Oct-20,no,na,na,na,IT,BTK,,Atila Voyvat,,No,2784,22-Feb-21,no,,,
PRODUCTION,VIRTUAL,northiaiap1,172.24.135.174,northiaiap1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,northiaiap2,172.24.135.175,northiaiap2,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,northiaiap3,172.24.135.176,northiaiap3,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,abidaiap1,172.24.135.177,abidaiap1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,abidaiap2,172.24.135.178,abidaiap2,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,abidaiap3,172.24.135.179,abidaiap3,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client,LINUX,8,32,rhel 8.2_x86_64,,23-Feb-21,no,,,,IT,Northi&ABID ,,Esat Turgut,Murat Sari,,,23-Feb-21,yes,,,
PRODUCTION,VIRTUAL,mslognode01,10.86.247.116,noimpactap1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,25-Feb-21,no,na,na,na,TIVOLI,TIVOLI,TIVOLI,Timocin Apak,Eren Orhan,,4721,25-Feb-21,yes,IT-SDEAM,,
PRODUCTION,VIRTUAL,mslognode02,10.86.247.117,noimpactap2,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,25-Feb-21,no,na,na,na,TIVOLI,TIVOLI,TIVOLI,Timocin Apak,Eren Orhan,,4721,25-Feb-21,yes,IT-SDEAM,,
PRODUCTION,VIRTUAL,mselknode01,10.86.247.118,noilaap1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client ,LINUX,8,64,rhel_7.9_x86_64,,25-Feb-21,no,na,na,na,TIVOLI,TIVOLI,TIVOLI,Timocin Apak,Eren Orhan,,4721,25-Feb-21,yes,IT-SDEAM,,
PRODUCTION,VIRTUAL,mselknode02,10.86.247.119,noindexap1,TZLESXPROD_LIN,TZLESXPROD_LIN,10.177.232.8,vsphere client ,LINUX,8,64,rhel_7.9_x86_64,,25-Feb-21,no,na,na,na,TIVOLI,TIVOLI,TIVOLI,Timocin Apak,Eren Orhan,,4721,25-Feb-21,yes,IT-SDEAM,,
PRODUCTION,VIRTUAL,sclmdpgdp1,10.86.74.170,sclmdpgdp1,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,,no,na,na,na,Social Media,Social Media,Social Media,Mehmet Kurt,Murat Sari,,,10-Mar-21,yes,,,
PRODUCTION,VIRTUAL,sclmdpgdp2,10.86.74.171,sclmdpgdp2,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,,no,na,na,na,Social Media,Social Media,Social Media,Mehmet Kurt,Murat Sari,,,10-Mar-21,yes,,,
PRODUCTION,VIRTUAL,m2mplsap01,10.86.40.163,sclmdap01,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,,no,na,na,na,Social Media,Social Media,Social Media,Huseyin Saka,Saadet Dingec,,,10-Mar-21,yes,,,
PRODUCTION,VIRTUAL,m2mplsap02,10.86.40.164,sclmdap02,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client ,LINUX,8,16,rhel_7.9_x86_64,,,no,na,na,na,Social Media,Social Media,Social Media,Huseyin Saka,Saadet Dingec,,,10-Mar-21,yes,,,
NA,VIRTUAL,INFQPP2,172.24.86.211,INFQPP2,EsyEsxDR01,EsyEsxDR01,10.86.14.60,vsphere client,LINUX,na,na,CentOS,,,no,na,na,na,IT,na,na,NA,,no,,11-Mar-21,no,NA,,
PRODUCTION,VIRTUAL,DCIM2,10.86.47.199,DCIM2,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,4,16,Centos 7.2,,11-Mar-21,no,,,,IT,DCIM,,Can Basol,,,,11-Mar-21,no,ITISDATACENTER,,
DR,PHYSICAL,medar02,10.86.129.230,medar02,medar02,medar02,172.31.87.98,https,LINUX,40,1024,rhel 7.9_x86_64,,11-Mar-21,no,na,na,na,Mediation,Mediation,Mediation,Hasan Bektas,Rukiye Ozturk,,,11-Mar-21,yes,,,
DR,PHYSICAL,medar03,10.86.129.232,medar03,medar03,medar03,172.31.87.97,https,LINUX,40,512,rhel 7.9_x86_64,,11-Mar-21,no,na,na,na,Mediation,Mediation,Mediation,Hasan Bektas,Rukiye Ozturk,,,11-Mar-21,yes,,,
DR,PHYSICAL,medar04,10.86.129.228,medar04,medar04,medar04,172.31.87.96,https,LINUX,40,512,rhel 7.9_x86_64,,11-Mar-21,no,na,na,na,Mediation,Mediation,Mediation,Hasan Bektas,Rukiye Ozturk,,,11-Mar-21,yes,,,
DR,PHYSICAL,medar05,10.86.129.235,medar05,medar05,medar05,172.31.87.95,https,LINUX,40,512,rhel 7.9_x86_64,,11-Mar-21,no,na,na,na,Mediation,Mediation,Mediation,Hasan Bektas,Rukiye Ozturk,,,11-Mar-21,yes,,,
PRODUCTION,VIRTUAL,accnwdshap2,10.86.63.24,accnwdshap2,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,2,8,rhel 8.2_x86_64,,19-Mar-21,no,,,,IT,Access Network Mobile Dashboard,,Halim Terzioglu,Rukiye Ozturk,,,19-Mar-21,yes,,,
PRODUCTION,VIRTUAL,accnwdshdp1,10.86.113.23,accnwdshdp1,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,2,8,rhel 8.2_x86_64,,19-Mar-21,no,,,DB,IT,Access Network Mobile Dashboard,,Halim Terzioglu,Rukiye Ozturk,,,19-Mar-21,yes,,,
PRODUCTION,VIRTUAL,cntlogpkfkp1,10.86.60.250,cntlogpkfkp1,EsyEsxProd01,EsyEsxProd01,10.86.14.60,vsphere client,LINUX,8,64,rhel 7.9_x86_64,,26-Oct-20,no,na,na,na,IT,Central Logging Logstash,,Murat Y�ld�r�m,Ugur Gurel,no,6211,12-Jul-18,yes,IT-UNIX,,
PRODUCTION,VIRTUAL,cntlogpkfkp2,10.86.60.251,cntlogpkfkp2,EsyEsxProd01,EsyEsxProd01,10.86.14.60,vsphere client,LINUX,8,64,rhel 7.9_x86_64,,26-Oct-20,no,na,na,na,IT,Central Logging Logstash,,Murat Y�ld�r�m,Ugur Gurel,no,6211,12-Jul-18,yes,IT-UNIX,,
PRODUCTION,VIRTUAL,cntlogpkfkp3,10.86.60.252,cntlogpkfkp3,EsyEsxProd01,EsyEsxProd01,10.86.14.60,vsphere client,LINUX,8,64,rhel 7.9_x86_64,,26-Oct-20,no,na,na,na,IT,Central Logging Logstash,,Murat Y�ld�r�m,Ugur Gurel,no,6211,12-Jul-18,yes,IT-UNIX,,
PRODUCTION,VIRTUAL,mccvmap03,10.86.69.203,mccvmap03,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,24,48,rhel 7.8,,,no,,,,IT,MCCM,,Cavit Onan,Murat Sari,,,29-Mar-21,yes,,,
PRODUCTION,VIRTUAL,mccvmap04,10.86.69.204,mccvmap04,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,24,48,rhel 7.8,,,no,,,,IT,MCCM,,Cavit Onan,Murat Sari,,,29-Mar-21,yes,,,
PRODUCTION,VIRTUAL,mccvmap05,10.86.69.205,mccvmap05,EsyEsxProd_Linux,EsyEsxProd_Linux,10.86.14.60,vsphere client,LINUX,24,48,rhel 7.8,,,no,,,,IT,MCCM,,Cavit Onan,Murat Sari,,,29-Mar-21,yes,,,
